,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag
122,12,4473,4495,258.4981271364966,289.4059235440097,241.88820985534514,282.11278691740574,364.3187082819912,6.574848608166075,0.11744724301542589,2012-03-31,2012-04-22,22 days,
123,10,4536,4587,310.6975637240894,348.2817600686316,293.6786390158611,343.76009782968333,369.2521702074953,6.589793237927211,0.11884617496885319,2012-06-02,2012-07-23,51 days,
124,-17,4692,4697,191.71152400593394,197.9326874916913,,166.43407132599992,-112.38373085333473,6.62395159545963,-0.034483100228499444,2012-11-05,2012-11-10,5 days,
125,-16,4731,4744,202.3399595197111,211.95802157288156,,178.39298245244163,-160.51776054820888,6.628767697481482,-0.04958170426680228,2012-12-14,2012-12-27,13 days,
126,18,4834,4834,179.97397034559523,179.97397034559523,,204.39946414509583,-6.479062932441429,6.479062932441429,-0.002,2013-03-27,2013-03-27,0 days,
127,14,4861,4863,221.75336759914325,213.98536641371513,,253.25628908160672,-114.85235887217368,6.100342276180017,-0.03699488313643396,2013-04-23,2013-04-25,2 days,
128,14,4873,4876,230.00950343232964,216.3340246538238,,255.25930744205854,-197.70551229228784,6.248809393206148,-0.061396690553469795,2013-05-05,2013-05-08,3 days,
129,14,4917,4921,222.79004686123127,252.368216010797,215.5451360927252,250.5904047236532,407.44215241371177,6.652215680208396,0.13062976240056628,2013-06-18,2013-06-22,4 days,
130,12,4926,4931,261.85413857557006,247.72765518521518,,293.5343948992174,-175.63278220938795,6.114981525129423,-0.05589396166786855,2013-06-27,2013-07-02,5 days,
131,12,4939,4943,268.60455030926784,264.8493240307002,,311.0800291386845,-51.464161834891385,6.401446492079616,-0.015966520849962144,2013-07-10,2013-07-14,4 days,
132,11,4955,4955,280.0036513863184,279.55705417890294,279.55705417890294,318.1956301565712,-11.067737042787236,6.1551677612174345,-0.0035933742577966003,2013-07-26,2013-07-26,0 days,
133,-15,5032,5034,206.6100005880167,214.65931199911998,214.65931199911998,176.324924587675,-127.05871085535618,6.319039688807051,-0.04099792217018987,2013-10-11,2013-10-13,2 days,
134,14,5152,5204,225.0017635937263,247.3849649982819,212.58432285112067,243.55770788070822,306.7514054634902,6.6134142002881156,0.09738063527149407,2014-02-08,2014-04-01,52 days,
